optimizer,epoch,train_loss,train_accuracy,train_f1_score,train_auc,train_loss_std_err,train_accuracy_std_err,train_f1_score_std_err,train_auc_std_err
MILO,1,0.13739537740477678,96.85795206971677,0.9683121645730053,0.9990231716602628,0.005346022866278313,0.11405473255344323,0.0011457361790693085,4.698264945442447e-05
MILO,2,0.08252513774760344,98.13071895424835,0.981161896178859,0.9996171931774608,0.003178960281977516,0.047287229129248896,0.0004814581941506186,1.8231142263631067e-05
MILO,3,0.05260360863245618,98.80479302832245,0.9879708420278772,0.9998190758138374,0.0019147947467687552,0.044593708939436746,0.00044817641682645676,1.1220448126536981e-05
MILO,4,0.038219792726917334,99.14858387799565,0.9914247627419721,0.9998928727492016,0.0014161457697059413,0.026165568271898167,0.00026113002265761053,5.960404609119073e-06
MILO,5,0.025106370917466047,99.44095860566449,0.9943851455021505,0.9999447811748627,0.00022185545787229268,0.02078983954350352,0.000208210375877769,1.644095694471066e-06
MILO,6,0.017822780082096947,99.63311546840958,0.9963115623959375,0.9999629558695948,0.000597543754577323,0.01716299990521277,0.000180789692828551,2.5374633096344095e-06
MILO,7,0.012090163456289818,99.75163398692811,0.9975165060973058,0.9999818179420912,0.0005098050803191513,0.009669865368703894,9.649769316385803e-05,1.8081501462841636e-06
MILO,8,0.00923074879520694,99.8156862745098,0.9981569664955012,0.9999854834950843,0.000377776144601975,0.011014574866897303,0.00011084274637426007,8.992123762761751e-07
MILO,9,0.006188506220883143,99.8797385620915,0.9987998728662616,0.9999922470775161,0.00025352233605648576,0.012541906722985432,0.00012618622797728077,9.459913874760585e-07
MILO,10,0.003750063775645679,99.92374727668846,0.999242581043096,0.9999964514693114,0.00016162847809861094,0.004517743214232546,4.3265017235394366e-05,8.245064677187516e-07
MILO_LW,1,0.17209697721681044,95.08845315904139,0.9504506910427597,0.9977635131572644,0.003266522003259053,0.13838556327525872,0.0014817297296303876,0.00011316242803715292
MILO_LW,2,0.10749237270451968,96.77429193899783,0.9674625346274268,0.9990633315832633,0.0030547180302116688,0.10453566792302717,0.0010422318973887282,4.5162035045452054e-05
MILO_LW,3,0.07489009198254229,97.7202614379085,0.9770043692586983,0.9995134331915734,0.0035163116415703236,0.10581508931556145,0.0010656203130276786,4.377174407735112e-05
MILO_LW,4,0.05926988188209,98.19956427015252,0.9818434671422601,0.9997008674713225,0.0038442608031420246,0.10992273200116,0.0011111938786177624,3.240340058190609e-05
MILO_LW,5,0.04714522354302355,98.58257080610022,0.9857231984471448,0.9997922850604649,0.003117156021742029,0.08843437558807214,0.0008895605064864543,2.867452208853903e-05
MILO_LW,6,0.038926276200672114,98.82657952069717,0.9881920508640943,0.9998561685146756,0.0022705865384052707,0.062670162224147,0.0006369971233673083,1.734802558499229e-05
MILO_LW,7,0.03451560631374907,98.9516339869281,0.9894417446914202,0.9998881938088864,0.0019370202302749458,0.04730930674002898,0.0004667799679363196,1.4311160842371693e-05
MILO_LW,8,0.02823046413552389,99.14901960784314,0.9914320364423238,0.9999146655650495,0.0018219266677432552,0.05456026740644488,0.0005451579780786216,1.2468158459408069e-05
MILO_LW,9,0.0229787738472832,99.31459694989107,0.9931038875772293,0.9999418509669408,0.0016780723836378104,0.058331680506458934,0.0005835847380878166,9.174252858833083e-06
MILO_LW,10,0.020023215390496313,99.41437908496731,0.9941024999154964,0.9999548895303718,0.0015974945344975147,0.05478945487466118,0.0005488301562840736,7.275186115030844e-06
SGD,1,0.20782176641486827,94.08409586056645,0.9402706285027316,0.9967811557233286,0.0022798703601530036,0.056798016564927806,0.0005709091296721015,6.789839386860117e-05
SGD,2,0.13164045221574425,96.24836601307189,0.962159487992478,0.998629164166789,0.0018649412529460653,0.06320336161906204,0.0006500867815600401,3.7191099460795086e-05
SGD,3,0.09948086274274034,97.17080610021787,0.9714971024405177,0.9992774137783147,0.002037795689314491,0.08330192923584245,0.000836556912207099,2.612172128904241e-05
SGD,4,0.07681557949994385,97.84531590413944,0.9783181025779891,0.9995475880583804,0.0007886906283840029,0.030741350632953243,0.0003228073166668758,9.2853679150168e-06
SGD,5,0.06509229043830585,98.20915032679738,0.981978833383278,0.9997046057159334,0.002380639455558577,0.09269634069715253,0.000949321813250277,2.00231645697716e-05
SGD,6,0.052828321833885826,98.57124183006536,0.9856482526758652,0.9998061034856128,0.0009546157999742,0.042717084000163434,0.0004244238658340983,4.959901117650636e-06
SGD,7,0.04584919574759365,98.82483660130718,0.9882035297053957,0.9998614360768485,0.002239833153843882,0.07669526113572218,0.0007705232750825296,1.0734918392312697e-05
SGD,8,0.03910131158613171,99.01307189542483,0.9900996860456075,0.9999038817490522,0.00117858251403214,0.04443589990058905,0.00045116875258900983,5.233926738967833e-06
SGD,9,0.0340785134830441,99.17995642701526,0.9917664859540622,0.9999314033427696,0.0008905831890200737,0.0349032935155804,0.0003625621490428574,2.999856245932037e-06
SGD,10,0.029332610096060113,99.32549019607843,0.9932585515872965,0.999947083359807,0.0004074253362586552,0.027129213557358606,0.00027121090288384676,1.7347165378832835e-06
ADAMW,1,0.24343363874280635,93.14030501089324,0.9306427331822931,0.9959793604282747,0.010343987782338311,0.3046360909135526,0.0030673925826995544,0.0002877742671914148
ADAMW,2,0.26598972618112376,92.87886710239653,0.9281252790743155,0.9954869617959827,0.01879781299056954,0.5330596860164425,0.005455336491398147,0.0003775223209170964
ADAMW,3,0.23469796581309862,93.30108932461874,0.9328109026238076,0.9964918092872292,0.009221505145430473,0.32261624464361377,0.003244537663155996,0.00016259153204175797
ADAMW,4,0.22939643870563547,93.92287581699347,0.9387665713902728,0.9964884454551995,0.009613647955752615,0.1997247501944889,0.0021284863784777177,0.00018541645642120317
ADAMW,5,0.2443086673760207,93.63311546840958,0.9357996156360822,0.9963432258369179,0.01021318778128972,0.16778513172476908,0.001604085316125949,0.00027783610284119124
ADAMW,6,0.2455571153813198,93.66056644880175,0.9361774047182772,0.9961721490917748,0.02255566310732375,0.3909879698882552,0.003992429247686489,0.0004391482092243191
ADAMW,7,0.23461461998720315,93.87320261437908,0.9386803410465345,0.9965247173469673,0.0050725809315604895,0.07415220792688083,0.0007902551352939368,0.00010460811450231351
ADAMW,8,0.2427876584203934,93.75511982570806,0.9373738042156834,0.995830217309741,0.011436312259593892,0.170829719144196,0.0016475342358555514,0.0005284219215824632
ADAMW,9,0.23699436294318285,93.82178649237473,0.938183016800925,0.9963859405350833,0.014521662333217552,0.4156520176070849,0.004152609539326551,0.000320511015294976
ADAMW,10,0.21409785195750092,94.51808278867102,0.9449534197429704,0.996974539785756,0.007123640179882697,0.2480556482998957,0.002393621993465892,0.00016579523931233242
ADAGRAD,1,0.1511011267425188,95.66100217864924,0.956160882756396,0.9982612061127796,0.003961625137195912,0.1248911506745163,0.0012701018943346942,9.809074546205858e-05
