Optimizer,Avg Reward,Success Rate,Success Rate Std Err,Avg Final Loss,Compute Time (s)
MILO,8.930752077042145,1.0,0.0,-0.000386769040778745,7.839999999999999
MILO_LW,10.448353025350318,1.0,0.0,-0.00015323328116210178,6.702000000000001
SGD,-147.39254966117423,0.6,0.24494897427831783,-0.00013739949208684265,45.516
ADAMW,11.580272152133162,1.0,0.0,0.002807153930189088,4.962
ADAGRAD,12.762148951137311,1.0,0.0,-0.0014109994226600975,4.068
NOVOGRAD,-49.03610873082207,0.8,0.19999999999999998,6.98220101185143e-06,17.247999999999998
