experiment,optimizer,epoch,train_loss,train_accuracy,train_f1_score,train_auc,train_loss_std_err,train_accuracy_std_err,train_f1_score_std_err,train_auc_std_err
attention_cnn,NOVOGRAD,10,1.159572694401959,58.55843137254902,0.5843903204602462,0.9224495660063364,0.0087006928983196,0.2354503475524871,0.0020515584135576,0.0012076445500669
attention_cnn,ADAGRAD,1,1.8476413200677613,38.30797385620915,0.3657767557055142,0.8211820569333692,0.0038274634247183,0.3131513264498399,0.0058368301401809,0.0009329271966046
attention_cnn,ADAGRAD,2,1.837093843056174,38.82562091503267,0.3718281541764308,0.8236520027333041,0.003646609937622,0.3145907458093501,0.0056287228185688,0.0009665800873171
attention_cnn,ADAGRAD,3,1.8322781679091111,38.97882352941177,0.3734644595305921,0.8246794630716421,0.0034942869221192,0.3019371294811897,0.0054768335569814,0.0008522012569305
attention_cnn,ADAGRAD,4,1.8304794511757645,39.13254901960784,0.3752860712166512,0.8253600665089836,0.0034318455123686,0.3001762621727341,0.0055167482789937,0.0008640785498838
attention_cnn,ADAGRAD,5,1.8278056914871812,39.26065359477124,0.3762292172371319,0.825899375847797,0.0036258738568667,0.2902836822373366,0.0053051920089213,0.0008733314291219
attention_cnn,ADAGRAD,6,1.826024060733022,39.2559477124183,0.3762842320197498,0.8261276270154033,0.003319980276023,0.3119016703569641,0.005461001929327,0.0009178218164352
attention_cnn,ADAGRAD,7,1.8250957852781209,39.30248366013072,0.3769695128952145,0.8262874046297682,0.0028668177741758,0.2768026251327155,0.0051146888601678,0.000870415544806
attention_cnn,ADAGRAD,8,1.824753208606695,39.324444444444445,0.3772722349795732,0.8265250445242774,0.0035250195294988,0.2771125907058726,0.0052239634205853,0.0009178423227092
attention_cnn,ADAGRAD,9,1.8240875287959777,39.33019607843138,0.3774022355126,0.8266552258630648,0.0028132074394097,0.3108258152533548,0.0053223862156202,0.0009155858323203
attention_cnn,ADAGRAD,10,1.8238244060291968,39.34483660130719,0.3775549684678845,0.826749131069408,0.0035101398943667,0.250116432368404,0.0049556101816288,0.0008916034952896
attention_cnn,ADEMAMIX,1,1.357459830792745,51.02797385620915,0.4995699362076692,0.9048822269877282,0.0570603193154791,1.990475917520881,0.0225417742584679,0.0035907488090642
attention_cnn,ADEMAMIX,2,1.1581876482870066,58.56627450980392,0.5837669827273068,0.9296128405180444,0.0385853256835541,1.2318910416380622,0.0140089487078915,0.0018196302705916
attention_cnn,ADEMAMIX,3,1.0531124871503297,62.50614379084967,0.6182402448375554,0.942349371060876,0.0387797392450531,1.0932214882012434,0.013646154546781,0.0021306219586049
attention_cnn,ADEMAMIX,4,0.953271738908805,66.14117647058823,0.6597797424561997,0.9521083573116716,0.0146397276909674,0.6868661004460047,0.0069939250866962,0.0008722503007913
attention_cnn,ADEMAMIX,5,0.836576380764581,70.12496732026143,0.6994336849266836,0.9613363504671074,0.0265806472826513,0.8806695731120868,0.010606578861205,0.0013016568818268
attention_cnn,ADEMAMIX,6,0.7937614372321983,71.53568627450981,0.7121189304314093,0.965121055500142,0.0298482116966515,1.0318804220200963,0.0112417144365711,0.0016179274090319
attention_cnn,ADEMAMIX,7,0.7372648730427611,73.9121568627451,0.7377231010763652,0.9689648684661628,0.0407158169960069,1.4642494265032435,0.0155142509130553,0.0019674964542804
attention_cnn,ADEMAMIX,8,0.660249365062963,76.40313725490196,0.7644473765832378,0.9747322474098892,0.0128755458998051,0.4647696930900509,0.0044208864543578,0.0003673802493123
attention_cnn,ADEMAMIX,9,0.6100544387742585,78.38222222222221,0.7835303319824354,0.977902653576875,0.0180976569575044,0.6519442689604756,0.0067804159023612,0.0006788129424533
attention_cnn,ADEMAMIX,10,0.5590497738330192,80.1913725490196,0.801595107804777,0.9813187310360773,0.021633998263929,0.8282010457037253,0.0085682199765185,0.0006851503334865
logistic,MILO,1,0.2951518655454411,91.7904139433551,0.916748838804212,0.9933634800973948,0.000860436236026,0.0763628212330903,0.000761374026658,1.882216466459214e-05
logistic,MILO,2,0.2751654080096672,92.45577342047928,0.9234825806498916,0.9939599583848407,0.0007838087536523,0.0189354575927155,0.0001982028666296,2.580631373562949e-05
logistic,MILO,3,0.266228742845957,92.63442265795206,0.9252904348498726,0.9942831984210344,0.0004110297169275,0.0221687596460387,0.0002494802648664,1.6479384445645707e-05
logistic,MILO,4,0.2611829304100381,92.79782135076252,0.926971385110726,0.9944570164304016,0.0007458974712558,0.0464384591607335,0.0004965660226909,1.6030704202161336e-05
logistic,MILO,5,0.2565170581984883,92.95294117647056,0.9284822736219918,0.9945886712816896,0.0004314658843733,0.0352954624666443,0.000360990058336,1.1376224261753467e-05
logistic,MILO,6,0.2533860885117828,93.04400871459696,0.9294684668311202,0.9947247979669998,0.00043285479945,0.0328420081676883,0.0003337586232062,2.5610429990076592e-06
logistic,MILO,7,0.2512881927677229,93.08148148148148,0.9298915253767824,0.9947884259760535,0.0003002203535246,0.0242662799114849,0.0002637904938551,1.0113042470228124e-05
logistic,MILO,8,0.248669622411785,93.20871459694987,0.931157602423276,0.9948643456480374,0.0004169430238116,0.0150689468111453,0.0001480022739245,8.97941019208642e-06
logistic,MILO,9,0.2469716953496268,93.2649237472767,0.9317280531745096,0.9949212509031148,0.0001904861687507,0.015072096345472,0.0001479328255291,7.689052712342175e-06
logistic,MILO,10,0.2453321582065948,93.31023965141613,0.932180772786126,0.994964540995683,0.0004703882678454,0.021890817755261,0.0002280889086349,1.0146954335603877e-05
logistic,MILO_LW,1,0.2957560665300988,91.75250544662308,0.916249200531945,0.9932634655310476,0.0020240187281918,0.1042901890549358,0.0011018589864221,5.116266744273264e-05
logistic,MILO_LW,2,0.2751640125829929,92.37472766884532,0.922681303670634,0.9940110069898576,0.0004264074661813,0.0323806209211145,0.0003222455814931,2.157287048257689e-05
logistic,MILO_LW,3,0.267067817981986,92.59825708061004,0.9249501277534498,0.99425952693016,0.0012068017757029,0.0881225240256589,0.0008886787383882,2.6542330541236164e-05
logistic,MILO_LW,4,0.2605091230588801,92.84662309368191,0.9274232908212496,0.9944523539456638,0.000382642239543,0.0298689552795,0.0003214450904753,1.6147249707568438e-05
logistic,MILO_LW,5,0.2562001679400733,92.9211328976035,0.9282185749075362,0.9946124745002656,0.0004041676917562,0.0323982063428959,0.0002973167760857,1.0405937550285413e-05
logistic,MILO_LW,6,0.2534132533348723,93.06143790849674,0.9296424273258576,0.994694337168727,0.0005138997595634,0.0239591991047854,0.0002571565433123,8.381719167849812e-06
logistic,MILO_LW,7,0.2508781024202022,93.159477124183,0.9306599155673994,0.9947849447849262,0.00023004424748,0.0098978794698056,0.0001042990267862,5.28452590258524e-06
logistic,MILO_LW,8,0.2491215366309505,93.19215686274508,0.9309899941835108,0.9948627609131006,0.0003819001264628,0.0101348177338672,0.0001176294425084,1.3456041633889798e-05
logistic,MILO_LW,9,0.2475317556837285,93.20435729847496,0.9310911402086376,0.9949184167813367,0.0003341294944582,0.023939380093119,0.0002369336483933,1.029804920591229e-05
logistic,MILO_LW,10,0.2456669566187204,93.2740740740741,0.9318515178011972,0.9949843968767615,0.0004050144962306,0.0201733978730645,0.0002068491045828,8.82149045767e-06
logistic,SGD,1,0.3260871977136026,90.92418300653596,0.9079091399237972,0.9922614549275948,0.0010816217171116,0.0390604528645127,0.0003753970980508,4.938527027734737e-05
logistic,SGD,2,0.3025075427028867,91.6074074074074,0.9149027741310102,0.9930863583718956,0.0007423532248541,0.0602757872445854,0.0006325253069591,1.0721587258480391e-05
logistic,SGD,3,0.2944163763538684,91.83137254901962,0.9171579001220704,0.9934268963489968,0.0016444223959266,0.1091122699016983,0.0011395334799791,3.94425599227854e-05
logistic,SGD,4,0.2862447625671336,92.01742919389976,0.9190275195577792,0.9936657058829732,0.0006149539460642,0.0602072387359243,0.0005922927586444,1.662559564179117e-05
logistic,SGD,5,0.2833066523365984,92.21960784313724,0.921108496101478,0.9937967814235986,0.0008625583957559,0.0437056802998895,0.0004674288937875,1.979300463165208e-05
logistic,SGD,6,0.2802572303132553,92.32461873638344,0.9222006483735424,0.99391089982746,0.0003906310502047,0.0119329533225528,9.136458930210656e-05,1.8136978976898652e-05
logistic,SGD,7,0.2798115003036258,92.32418300653596,0.9221107472830482,0.9939522305449008,0.0019712700527084,0.0982964429945406,0.0009917840932722,2.299501002008568e-05
logistic,SGD,8,0.2817034761308325,92.15032679738562,0.9203570623984224,0.993959049716711,0.0021131703531328,0.0899415435360603,0.0009487027445477,3.291557873713695e-05
logistic,SGD,9,0.2773112083782557,92.30675381263616,0.922071059470136,0.9940429005842552,0.0003555635317772,0.0372822842712561,0.0004117944205876,2.067603503887998e-05
logistic,SGD,10,0.2760049322030643,92.38692810457516,0.922756925029297,0.9941276741641912,0.0005820138878228,0.0302714668167666,0.000312571382081,2.04263485886834e-05
logistic,ADAMW,1,0.453088789587187,90.10196078431372,0.8996979726345661,0.991560342863468,0.0228111589423123,0.218547297383548,0.0020402820381723,0.0002861046371078
logistic,ADAMW,2,0.4148985926590713,90.8714596949891,0.9076574144102034,0.992805293654189,0.011496890527559,0.1562746176277345,0.0016386321429139,0.0001751959720182
logistic,ADAMW,3,0.4313752760217081,90.67712418300653,0.9054737293888794,0.9929822815196188,0.0163770304091969,0.3315624997196985,0.0033521986256044,0.0002111903605193
logistic,ADAMW,4,0.433837790483483,90.99564270152506,0.9086731718589184,0.9935230894788823,0.0151682007249497,0.3491960854927738,0.0036841975741,0.0001041338236853
logistic,ADAMW,5,0.4497992429115154,90.4566448801743,0.9034587023950362,0.9933384411326688,0.0192259685169005,0.426491720331094,0.0043264823606481,0.0002129324688629
logistic,ADAMW,6,0.4215411152005974,91.1830065359477,0.910789944582402,0.993844408316451,0.0124822993944531,0.2450714098339483,0.0025452256023283,0.0001354796210732
logistic,ADAMW,7,0.4303957463988551,90.85315904139432,0.9075184979123412,0.9936844543497518,0.0129164995041537,0.1921225249555314,0.0019907415728553,0.0002188742386918
logistic,ADAMW,8,0.432411933620511,91.16514161220044,0.9102508752001456,0.9937676944928218,0.0183823826064892,0.377092275961698,0.0038835284059916,0.0001027790907643
logistic,ADAMW,9,0.3958981510525435,91.60610021786492,0.9150828593306252,0.9941613492796596,0.0150489432465928,0.2071956132890196,0.0021050524274379,0.0001370704986824
logistic,ADAMW,10,0.4449040742624299,90.70675381263617,0.9060291637204536,0.9937891598347794,0.0233926302525912,0.3708292684430803,0.003848085288521,0.0002429821334437
logistic,ADAM_MINI,1,0.581431094369078,88.02091503267974,0.8792449923575736,0.9906019871634706,0.0423209880119972,0.7396899505782206,0.0075310087963392,0.0003376717692996
logistic,ADAM_MINI,2,0.5786678843700808,89.16601307189542,0.8903815787130277,0.9912307823004,0.0281151449001971,0.563306770914201,0.0055454365050926,0.0002474105245532
logistic,ADAM_MINI,3,0.5695737310450582,89.26666666666665,0.8902304305226438,0.9918413938510952,0.0315897731812221,0.6367784375977491,0.0068251014686207,0.0003795661884102
logistic,ADAM_MINI,4,0.5458214540445208,90.2544662309368,0.9011718754340512,0.992309569584186,0.0199136547716411,0.2649298388245902,0.0028196189206818,0.0002512302467079
logistic,ADAM_MINI,5,0.5943234648055241,89.30631808278868,0.8916778985594995,0.9920952869474284,0.0293878598237552,0.5502940217971792,0.0054482179150948,0.000261280191607
logistic,ADAM_MINI,6,0.6243388472418899,88.58387799564271,0.884538013758057,0.9918474685441122,0.0538520442602596,0.7781773992750165,0.0076323454192613,0.0003423569374998
logistic,ADAM_MINI,7,0.5751071564881111,89.69063180827888,0.8958424281756578,0.9924222288449508,0.0461115506237193,0.7082242144723532,0.00698617415456,0.0003993356673853
logistic,ADAM_MINI,8,0.550239716675027,89.98997821350763,0.8985820545105225,0.9926262211665576,0.0137308420020864,0.2198402822878359,0.0021987664063269,0.0002368966318816
logistic,ADAM_MINI,9,0.5305144411218972,90.24531590413945,0.9014445463069344,0.9928762483770256,0.0220597013496011,0.441915033104,0.0042957903845828,0.0002884112148486
logistic,ADAM_MINI,10,0.5590340371237081,89.47015250544663,0.8933474584734791,0.99261375157685,0.033534966608516,0.517869735634259,0.0055432369020837,0.0002708107450423
logistic,NOVOGRAD,1,0.3140544164824849,90.91851851851852,0.9080767386485152,0.9926934737792356,0.0011360786599891,0.0529443143497473,0.0005507240792165,4.171369171920992e-05
logistic,NOVOGRAD,2,0.3034426642601786,91.33333333333331,0.9118856344446,0.9932190415201608,0.008363971035657,0.3009092405591237,0.0031618038888613,0.0001638713877731
logistic,NOVOGRAD,3,0.2906670299934665,91.63616557734206,0.9153036850458064,0.9935628413134336,0.0027539600630213,0.134016150700301,0.0013298277969075,7.185958764089183e-05
logistic,NOVOGRAD,4,0.2923389791232049,91.63485838779955,0.9151974218391528,0.9935032882642492,0.0055856010397704,0.2403728495510218,0.0024407848265035,0.0001455070883112
logistic,NOVOGRAD,5,0.2902589575839198,91.76209150326795,0.9166866633388951,0.9936641383220176,0.0034514364144437,0.1498831507257189,0.0015301814692091,3.437613646658306e-05
logistic,NOVOGRAD,6,0.2958091887471982,91.49498910675382,0.9135021556764416,0.9935970743793896,0.0074971678627426,0.2357469619550926,0.002365023277343,0.0001606804727788
logistic,NOVOGRAD,7,0.2874084940000816,91.72374727668846,0.9160955941769078,0.9938107722207132,0.003108461880756,0.187826100466119,0.00190753273568,5.939572390829896e-05
logistic,NOVOGRAD,8,0.2927587571362265,91.46710239651416,0.9136766940332316,0.9937144709376564,0.0036102458202851,0.1222872537176822,0.0012749754515002,9.621939825436416e-05
logistic,NOVOGRAD,9,0.2860819184655457,91.69934640522877,0.915819250940486,0.9938032214798802,0.0019150748519743,0.0856211922140663,0.0008374467005351,4.1493460357861685e-05
logistic,NOVOGRAD,10,0.2910207618898296,91.61002178649238,0.9149881072775984,0.9937198884006784,0.0083084644218357,0.302067968665763,0.0029689175291315,0.0001648525570857
logistic,ADAGRAD,1,0.4033215484587974,89.44313725490197,0.8927056717754074,0.9900558881654308,0.0012505999162099,0.0444284220766989,0.0004994695427746,3.7901190604179685e-05
logistic,ADAGRAD,2,0.3938342485594074,89.64183006535947,0.8946902961686861,0.9903590153916276,0.0010980145150103,0.0414207002382683,0.000451348452879,3.098117268243823e-05
logistic,ADAGRAD,3,0.3898427745319399,89.71808278867101,0.8954867028239661,0.9904771892156924,0.0010262554370691,0.0401108199489838,0.0004329500811024,2.9029602114012294e-05
logistic,ADAGRAD,4,0.3875193739010097,89.7686274509804,0.8960023856093429,0.9905488117814532,0.0009859677856004,0.0402100984577232,0.0004370104641929,2.6389923612546014e-05
logistic,ADAGRAD,5,0.3859573080503343,89.79782135076252,0.8962947071555319,0.9905959298527371,0.0009574122555051,0.0394774608381859,0.000428854422891,2.5193638812774147e-05
logistic,ADAGRAD,6,0.3848174075457006,89.82788671023965,0.8965989921376026,0.9906312977234286,0.0009375924680354,0.0377290219689314,0.0004096725755398,2.4712296170117816e-05
logistic,ADAGRAD,7,0.3839396201725359,89.84749455337689,0.8968026497004951,0.9906579796180268,0.0009221693772381,0.0405076458366764,0.0004388531397871,2.4185106553187616e-05
logistic,ADAGRAD,8,0.3832367761748029,89.8640522875817,0.8969699373189559,0.9906792921960732,0.0009097708388839,0.0417061982291402,0.000452979790587,2.365422308652789e-05
logistic,ADAGRAD,9,0.3826584347283918,89.8806100217865,0.8971416319008856,0.9906968168205088,0.0008995500032356,0.0410338621656417,0.0004449333717892,2.3397328486805404e-05
logistic,ADAGRAD,10,0.3821717959406069,89.89106753812636,0.8972469219490273,0.9907115652154876,0.000891049102295,0.0399174679335997,0.0004354235385349,2.314914365475837e-05
logistic,ADEMAMIX,1,0.4236148475394269,89.90849673202615,0.8979344598913777,0.9916136428704608,0.0191759889580081,0.2671436206268216,0.0026888423200659,0.0001563694722146
logistic,ADEMAMIX,2,0.4334820570483446,90.06318082788671,0.8993873322339855,0.9921086923968392,0.0150059762902517,0.2632309609005638,0.0025239023165287,0.0003011334913863
logistic,ADEMAMIX,3,0.4102577345103739,90.56339869281048,0.9043471633259804,0.9929569900371256,0.0062834919819242,0.1661676782813217,0.0015877005511745,0.0002127022208092
logistic,ADEMAMIX,4,0.4165397863740625,90.78605664488018,0.9063917330654928,0.9932088068097004,0.01023421425752,0.156861837324899,0.0015701604537811,0.0001009875701892
logistic,ADEMAMIX,5,0.438697863098583,90.55729847494553,0.9047029656289514,0.9932028794529564,0.0195150102401713,0.4361378264314776,0.004420038669972,0.0002328731816218
logistic,ADEMAMIX,6,0.4412504718543917,90.01960784313725,0.8983368421902196,0.9930841753672794,0.0204442599420748,0.5515137695243404,0.0065095510484827,0.0001249951475004
logistic,ADEMAMIX,7,0.415179705946274,90.83224400871458,0.907223488293363,0.9933363628183086,0.0114882630482093,0.3409206686071505,0.0034065774447242,0.0004232893359322
logistic,ADEMAMIX,8,0.4421398441383782,90.63485838779955,0.9048800946398532,0.9932273510830512,0.0233430040589042,0.4189597431031476,0.0043358985152229,0.0003457132025237
logistic,ADEMAMIX,9,0.4288329830507307,90.7041394335512,0.9059709085033564,0.9935333041025632,0.0162943301837763,0.2495475089205905,0.0023477982299807,0.0001816152557319
logistic,ADEMAMIX,10,0.4170562251362145,90.8488017429194,0.9072003845174704,0.993716543111,0.0091285278628107,0.2290967511993435,0.0024096052928597,0.0001557200586665
multilayer,MILO,1,0.1300483230293966,96.22265795206972,0.9619506598731268,0.9987456549160184,0.0046553270614845,0.1566680588025001,0.0015524401641839,6.028292117114996e-05
multilayer,MILO,2,0.0919576341907183,97.3050108932462,0.9728783914456268,0.9993692308479634,0.0024996686671675,0.0851040740720407,0.0008417247875406,2.5200853502775436e-05
