optimizer,epoch,loss,accuracy,f1_score,loss_std_err,accuracy_std_err,f1_score_std_err
milo_LW_lr_0.01,1,2.6579713009134927,9.846666666666666,0.06625158989681668,0.17728755859602777,0.061431081528634746,0.0061623798007575
milo_LW_lr_0.01,2,2.302783214492798,9.842,0.07250768767486115,9.236320514291353e-06,0.018330302779823473,0.003288949387128946
milo_LW_lr_0.01,3,2.303179397583008,9.772666666666666,0.06653549792869473,0.0004044112665594465,0.032543987326557326,0.0016202047723523577
milo_LW_lr_0.01,4,2.302722720540365,9.729333333333331,0.06698512163261426,8.31057586630635e-06,0.055285119557114334,0.008332860756858818
milo_LW_lr_0.01,5,2.3027055533599854,9.756,0.06787439972917257,5.319427090002705e-06,0.053003144560802656,0.005437506610344983
milo_LW_lr_0.01,6,2.3026885808817545,9.848666666666666,0.06212816583005448,1.1252415738364587e-05,0.018666666666666644,0.002702300147339926
milo_LW_lr_0.01,7,2.3026901422373456,9.672666666666666,0.055308787441661345,7.014735498192265e-06,0.028805863600624718,0.006872796807413496
milo_LW_lr_0.01,8,2.3026773143259684,9.821333333333333,0.05336606642085184,1.643530314834066e-06,0.005811865258054611,0.0040642065627856955
milo_LW_lr_0.01,9,2.302679608561198,9.723999999999998,0.0683363514523768,1.5208827210117458e-06,0.06835202996254014,0.004420078546106316
milo_LW_lr_0.01,10,2.3026628816731773,9.802,0.06355933822301592,4.938209541713822e-06,0.01285820101465687,0.0015832573823849768
milo_LW_lr_0.01,11,2.302668781560262,9.799999999999999,0.06434944012146161,9.304232388768364e-07,0.04883987441971293,0.005049561221335247
milo_LW_lr_0.01,12,2.302657288386027,9.811333333333332,0.05607600401094152,1.405416947521393e-06,0.067590268859093,0.010532388948524882
milo_LW_lr_0.01,13,2.3026590362548824,9.836,0.054379552966059674,3.5279493068008058e-06,0.0640104158190943,0.007784549450851569
milo_LW_lr_0.01,14,2.302658504002889,9.825333333333333,0.05241329920082066,4.160888219358029e-06,0.05266666666666678,0.003652009545006875
milo_LW_lr_0.01,15,2.302654212315877,9.747333333333334,0.05327838159532625,3.495762072273068e-06,0.06258150241440691,0.005032912296715739
milo_LW_lr_0.1,1,22.649926215642296,9.81,0.0950651374400912,10.416915754240087,0.016370705543744944,0.001109626716386658
milo_LW_lr_0.1,2,2.304056191329956,9.99,0.08892606815756626,7.451470231147846e-05,0.09206519429187117,0.0015997394182351574
milo_LW_lr_0.1,3,2.303578142827352,9.992666666666667,0.08980013968745575,6.845125910037084e-05,0.06952537506391275,0.002234154147888844
milo_LW_lr_0.1,4,2.3034558478546145,9.921999999999999,0.0905180993237732,7.282044844410014e-05,0.06694276162015857,0.0018424172036939459
milo_LW_lr_0.1,5,5.0957563956705725,9.925333333333333,0.08654736744476378,2.7924503619999617,0.045670316155877355,0.0015418654602226984
milo_LW_lr_0.1,6,2.3032985030110678,9.942666666666666,0.0827151649143556,0.0001002811926170664,0.10200871422470585,0.004478591368458958
milo_LW_lr_0.1,7,2.3032978028361004,9.874666666666668,0.09035716573449067,5.408479420227327e-05,0.07483611724591542,0.0011066000729905905
milo_LW_lr_0.1,8,2.303158879597982,9.842666666666666,0.08981677043156559,5.475076872730605e-05,0.0781224110682148,0.00246140812723799
milo_LW_lr_0.1,9,2.3032178695678716,9.865333333333334,0.08700489111755694,2.685489304228886e-05,0.12299232135020084,0.0022691688317686594
milo_LW_lr_0.1,10,33.65126457611083,9.854,0.08330186092901355,31.34804108604433,0.08551023330572793,0.002214920575403967
milo_LW_lr_0.1,11,2.303135873819987,9.932666666666668,0.08776068653380413,4.183980145823812e-05,0.016825905952165075,0.001526748727992148
milo_LW_lr_0.1,12,2.303136644159953,9.893999999999998,0.08371637655085869,3.301668306347977e-05,0.07270029802781643,0.0019062900281730834
milo_LW_lr_0.1,13,2.3030753916676843,9.884666666666668,0.08539937456018003,2.8636348887599473e-05,0.048529487027075824,0.0015312682449903506
milo_LW_lr_0.1,14,2.3030925394948323,9.802,0.08528974070158725,3.2563295944160684e-05,0.07371114795831993,0.001001741827021081
milo_LW_lr_0.1,15,2.3030459731292723,9.99,0.08468695552732793,5.7395886501805065e-05,0.09658847412260621,0.0007983169820121143
milo_LW_lr_0.001,1,2.2650389551289876,12.286666666666667,0.04542291667737728,0.0396230747155258,2.334831138314813,0.021853380779033146
milo_LW_lr_0.001,2,2.2574458740743,12.469333333333333,0.04883240391728847,0.045260484768429636,2.4913657120364956,0.02427636417015437
milo_LW_lr_0.001,3,2.255252265548706,12.478666666666667,0.04519447969361812,0.04737678222410083,2.478666666666667,0.027012661511799936
