duration_seconds,start_time,platform,python_version,processor,cpu_count_physical,cpu_count_logical,memory_total_gb,memory_available_gb,disk_usage_gb,hostname,cuda_available,compute_type,date,gpu_count,gpu_name,gpu_memory_total_gb,start_memory_used_gb,start_cpu_percent,end_memory_used_gb,end_cpu_percent,memory_increase_gb,optimizer,run_index,epochs,experiment_title,total_experiment_duration
670.93,2025-05-11 21:44:53,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,43.49,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-11 21:44:53,1,NVIDIA GeForce RTX 3060,12.0,1.9,0.0,1.9,0.0,0.0,MILO_LW_scale_aware_True,0,10,ResNet18_CIFAR10 Ablation: MILO_LW_ablate_scale_aware,2659.64
671.29,2025-05-11 21:56:04,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,43.77,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-11 21:56:04,1,NVIDIA GeForce RTX 3060,12.0,1.9,0.0,1.9,0.0,0.0,MILO_LW_scale_aware_True,1,10,ResNet18_CIFAR10 Ablation: MILO_LW_ablate_scale_aware,2659.64
658.31,2025-05-11 22:07:15,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,43.95,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-11 22:07:15,1,NVIDIA GeForce RTX 3060,12.0,1.9,0.0,1.9,0.0,0.0,MILO_LW_scale_aware_False,0,10,ResNet18_CIFAR10 Ablation: MILO_LW_ablate_scale_aware,2659.64
654.92,2025-05-11 22:18:14,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,43.82,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-11 22:18:14,1,NVIDIA GeForce RTX 3060,12.0,1.9,0.0,1.9,0.0,0.0,MILO_LW_scale_aware_False,1,10,ResNet18_CIFAR10 Ablation: MILO_LW_ablate_scale_aware,2659.64
