duration_seconds,start_time,platform,python_version,processor,cpu_count_physical,cpu_count_logical,memory_total_gb,memory_available_gb,disk_usage_gb,hostname,cuda_available,compute_type,date,gpu_count,gpu_name,gpu_memory_total_gb,start_memory_used_gb,start_cpu_percent,end_memory_used_gb,end_cpu_percent,memory_increase_gb,optimizer,run_index,epochs,experiment_title,total_experiment_duration
200.86,2025-06-10 22:12:26,Windows-10-10.0.26100-SP0,3.11.11,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,34.67,931.4,DESKTOP-JA3B0L7,True,GPU,2025-06-10 22:12:26,1,NVIDIA GeForce RTX 5070 Ti,15.92,0.64,0.0,2.07,0.0,1.43,AdamW,0,50,single_frame_default,204.03
