optimizer,epoch,loss,accuracy,f1_score,loss_std_err,accuracy_std_err,f1_score_std_err
milo_LW_eps_1e-05,1,0.4414951037788391,85.46,0.8547535996470971,0.006720518527323624,0.18562686587165483,0.0018806531134703008
milo_LW_eps_1e-05,2,0.3104103187274933,89.416,0.8942010757062633,0.009130916990559408,0.2650207539042952,0.002649800844955646
milo_LW_eps_1e-05,3,0.27513621216138207,90.56266666666666,0.9056432616112007,0.00711987327304245,0.1707252503618333,0.001713619902782821
milo_LW_eps_1e-05,4,0.25831628895759584,91.048,0.9104935383824868,0.006485217903982537,0.22505999200213303,0.0022432103986789547
milo_LW_eps_1e-05,5,0.24652924094438555,91.502,0.915042796084706,0.007486473487830727,0.2377225273296589,0.0023874708333280993
milo_LW_eps_1e-05,6,0.23608750608762105,91.79733333333333,0.917973161680734,0.00739322469084951,0.2452436430255531,0.002466481399463889
milo_LW_eps_1e-05,7,0.2260315332523982,92.14999999999999,0.9214985777314407,0.0069389362108345206,0.2217025033688165,0.002214089943029791
milo_LW_eps_1e-05,8,0.22339356271187463,92.17400000000002,0.9217510205541073,0.008632715742801991,0.2645322916646164,0.0026534923374674046
milo_LW_eps_1e-05,9,0.21612557221730552,92.43266666666666,0.9243313525103581,0.006549453990648593,0.2593436159058297,0.0025971554075441055
milo_LW_eps_1e-05,10,0.2141938736534119,92.534,0.9253613172273131,0.007371406031025748,0.22228210304325632,0.0022166744826739035
milo_LW_eps_1e-05,11,0.2119855893198649,92.546,0.9254630322013586,0.006943758717715429,0.20846102753272586,0.002091479141747043
milo_LW_eps_1e-05,12,0.2047777791762352,92.87333333333333,0.9287304201756347,0.005825371268102194,0.1803786141549067,0.001806152881542483
milo_LW_eps_1e-05,13,0.20249094039916993,92.89799999999998,0.9289713217705007,0.005772320829337279,0.20234623791906736,0.0020198114988091995
milo_LW_eps_1e-05,14,0.19886646508852643,93.02533333333332,0.9302323470047243,0.007469240937585412,0.2299748778550505,0.002313971804865994
milo_LW_eps_1e-05,15,0.196880220767657,93.098,0.9309952320886233,0.006470795073848744,0.1751684903171785,0.0017513119530722099
milo_LW_eps_0.005,1,0.3934205464108785,86.88666666666666,0.8690089512219151,0.004242631472660339,0.15244816969857158,0.0015313304479745154
milo_LW_eps_0.005,2,0.2664716463979085,90.86866666666667,0.9087454263066531,0.004277438650185507,0.17094378543186783,0.0016985799410341666
milo_LW_eps_0.005,3,0.23635162655035655,91.77199999999999,0.9177641937217901,0.00467982449235485,0.2008382433701308,0.001991326408031118
milo_LW_eps_0.005,4,0.22094019013563793,92.29066666666665,0.9229349721096521,0.005473637895214357,0.229057004064736,0.0022783488213249177
milo_LW_eps_0.005,5,0.21159098705450693,92.628,0.9263019464368386,0.008062639423755583,0.2293846841734095,0.002280141981423954
milo_LW_eps_0.005,6,0.20086094995657602,92.98066666666666,0.9298326810251969,0.004276778796565409,0.17883077040722936,0.00177547697270011
milo_LW_eps_0.005,7,0.19399860150257744,93.198,0.9319868365597653,0.004646323055736663,0.12888754788574103,0.0013034685571508974
milo_LW_eps_0.005,8,0.18547050933917364,93.45066666666668,0.934505145835311,0.0050668212016907604,0.15350280489656132,0.001524673862794114
milo_LW_eps_0.005,9,0.1838137019475301,93.48933333333333,0.9349159123962497,0.005602354253097694,0.1877350378710499,0.0018742104344277996
milo_LW_eps_0.005,10,0.17946205928802492,93.64933333333335,0.9364953742180986,0.004653108809929146,0.219163054469602,0.0021982968970107883
milo_LW_eps_0.005,11,0.17427309439500174,93.786,0.9378700109577682,0.00598914410028312,0.195697044774146,0.0019574563220226006
milo_LW_eps_0.005,12,0.17272648292223614,93.93400000000001,0.9393468615233506,0.003984582895419923,0.17046211700355418,0.0017087621119468578
milo_LW_eps_0.005,13,0.1699506425364812,93.96733333333333,0.9396900141242037,0.004340291004601052,0.17515834106443728,0.0017482645258874152
milo_LW_eps_0.005,14,0.16661352134863536,94.20066666666666,0.9420032929281005,0.005425667793353844,0.23982308294055196,0.0023964578581997208
milo_LW_eps_0.005,15,0.16356732954502107,94.18066666666668,0.9418033969412765,0.0036402149253112,0.1148351475425167,0.0011562904756821212
milo_LW_eps_0.05,1,0.36019326882998143,87.964,0.8797610210465509,0.004796774937558191,0.1447618734335814,0.0014344685022444686
milo_LW_eps_0.05,2,0.2417713575490316,91.66933333333333,0.9167182219525585,0.0025257367984797127,0.08688945723030932,0.0008737549564695553
milo_LW_eps_0.05,3,0.21255005021731058,92.59333333333332,0.925977768760999,0.004085132919250042,0.1628100461000834,0.0016246511789713958
milo_LW_eps_0.05,4,0.19570410467704136,93.15133333333334,0.9315161226025145,0.0014933956953830407,0.08401851647768505,0.0008415577645319841
milo_LW_eps_0.05,5,0.18629879581769307,93.46866666666666,0.9347279683084656,0.0027944437837317073,0.059792232866075094,0.0005970096907551836
milo_LW_eps_0.05,6,0.1775212175210317,93.81,0.9381231199992005,0.004411611991771969,0.13428824718989366,0.0013467166914508614
milo_LW_eps_0.05,7,0.17030366366545358,94.03866666666666,0.9404066888444778,0.003039259142511349,0.14573644400461727,0.0014556105411379205
milo_LW_eps_0.05,8,0.16751036325136817,94.082,0.9408331117221937,0.003594854193215007,0.1108572655865779,0.0011019465440217503
milo_LW_eps_0.05,9,0.16228295417785646,94.29866666666668,0.942999174132919,0.003071564763350653,0.0715665968017045,0.0007258863904308747
milo_LW_eps_0.05,10,0.15633325958728791,94.45266666666667,0.9445427711844611,0.003619804731091054,0.15423502988764973,0.001545614752529222
milo_LW_eps_0.05,11,0.15549642855644227,94.50066666666667,0.9450245078589296,0.0032327364456710334,0.03578329840085225,0.0003451792787895682
