duration_seconds,start_time,platform,python_version,processor,cpu_count_physical,cpu_count_logical,memory_total_gb,memory_available_gb,disk_usage_gb,hostname,cuda_available,compute_type,date,gpu_count,gpu_name,gpu_memory_total_gb,start_memory_used_gb,start_cpu_percent,end_memory_used_gb,end_cpu_percent,memory_increase_gb,optimizer,run_index,epochs,experiment_title,total_experiment_duration
64.0,2025-05-08 18:06:10,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.88,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:06:10,1,NVIDIA GeForce RTX 3060,12.0,1.5,0.0,1.57,0.0,0.07,MILO_LW_lr_0.01,0,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
67.42,2025-05-08 18:07:14,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.94,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:07:14,1,NVIDIA GeForce RTX 3060,12.0,1.57,0.0,1.57,0.0,0.0,MILO_LW_lr_0.01,1,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
70.18,2025-05-08 18:08:21,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.83,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:08:21,1,NVIDIA GeForce RTX 3060,12.0,1.57,0.0,1.57,0.0,0.0,MILO_LW_lr_0.1,0,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
68.8,2025-05-08 18:09:31,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.92,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:09:31,1,NVIDIA GeForce RTX 3060,12.0,1.57,0.0,1.57,0.0,0.0,MILO_LW_lr_0.1,1,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
66.56,2025-05-08 18:10:40,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.89,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:10:40,1,NVIDIA GeForce RTX 3060,12.0,1.57,0.0,1.57,0.0,0.0,MILO_LW_lr_0.001,0,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
68.37,2025-05-08 18:11:47,Windows-11-10.0.26100-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,45.82,931.4,DESKTOP-JA3B0L7,True,GPU,2025-05-08 18:11:47,1,NVIDIA GeForce RTX 3060,12.0,1.57,0.0,1.57,0.0,0.0,MILO_LW_lr_0.001,1,10,MLP_MNIST Ablation: MILO_LW_ablate_lr,409.67
