duration_seconds,start_time,platform,python_version,processor,cpu_count_physical,cpu_count_logical,memory_total_gb,memory_available_gb,disk_usage_gb,hostname,cuda_available,compute_type,date,gpu_count,gpu_name,gpu_memory_total_gb,start_memory_used_gb,start_cpu_percent,end_memory_used_gb,end_cpu_percent,memory_increase_gb,optimizer,run_index,epochs,experiment_title,total_experiment_duration
626.7,2025-04-25 08:30:31,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.53,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 08:30:31,1,NVIDIA GeForce RTX 3060,12.0,2.25,0.0,2.26,0.0,0.01,milo_LW_momentum_0.9,0,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
625.46,2025-04-25 08:40:58,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.51,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 08:40:58,1,NVIDIA GeForce RTX 3060,12.0,2.26,0.0,2.26,0.0,0.0,milo_LW_momentum_0.9,1,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
625.56,2025-04-25 08:51:24,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.55,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 08:51:24,1,NVIDIA GeForce RTX 3060,12.0,2.26,0.0,2.28,0.0,0.02,milo_LW_momentum_0.9,2,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
599.28,2025-04-25 09:01:49,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.5,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:01:49,1,NVIDIA GeForce RTX 3060,12.0,2.28,0.0,2.25,0.0,-0.03,milo_LW_momentum_0.0,0,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
600.31,2025-04-25 09:11:49,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.58,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:11:49,1,NVIDIA GeForce RTX 3060,12.0,2.25,0.0,2.25,0.0,0.0,milo_LW_momentum_0.0,1,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
599.93,2025-04-25 09:21:49,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.58,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:21:49,1,NVIDIA GeForce RTX 3060,12.0,2.25,0.0,2.25,0.0,0.0,milo_LW_momentum_0.0,2,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
625.79,2025-04-25 09:31:49,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.54,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:31:49,1,NVIDIA GeForce RTX 3060,12.0,2.25,0.0,2.26,0.0,0.01,milo_LW_momentum_0.45,0,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
626.6,2025-04-25 09:42:15,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.52,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:42:15,1,NVIDIA GeForce RTX 3060,12.0,2.26,0.0,2.27,0.0,0.01,milo_LW_momentum_0.45,1,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
625.06,2025-04-25 09:52:41,Windows-11-10.0.22631-SP0,3.12.6,"AMD64 Family 26 Model 68 Stepping 0, AuthenticAMD",12,24,61.6,42.53,931.4,DESKTOP-JA3B0L7,True,GPU,2025-04-25 09:52:41,1,NVIDIA GeForce RTX 3060,12.0,2.27,0.0,2.28,0.0,0.01,milo_LW_momentum_0.45,2,15,ResNet18_CIFAR10 Ablation: milo_LW_ablate_momentum,5557.22
