optimizer,epoch,train_loss,train_accuracy,train_f1_score,train_auc,train_loss_std_err,train_accuracy_std_err,train_f1_score_std_err,train_auc_std_err
MILO_eps_1e-05,1,0.0013675211565755418,99.96416666666667,0.999639365955754,0.9999993680660118,0.00029178891208999193,0.007500000000000284,7.56548786978728e-05,5.533480906816379e-07
MILO_eps_1e-05,2,9.492680540942294e-05,99.99666666666667,0.9999669984777677,0.9999999996843691,3.560146021139055e-08,0.0,9.034464361623584e-07,3.1563091029696497e-10
MILO_eps_1e-05,3,7.633404451702822e-05,99.9975,0.9999750665531102,1.0,3.5885773143640115e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,4,7.316737787940942e-05,99.99666666666667,0.9999669984777677,1.0,3.010312355139773e-06,0.0,9.034464361623584e-07,0.0
MILO_eps_1e-05,5,7.119104950944035e-05,99.9975,0.9999750665531102,1.0,2.6615150516046645e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,6,6.958997489518861e-05,99.9975,0.9999750665531102,1.0,2.7167664372840327e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,7,6.878713132547325e-05,99.9975,0.9999750665531102,1.0,2.717108740982074e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,8,6.785353461073284e-05,99.9975,0.9999750665531102,1.0,2.7157854502198964e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,9,6.731271280485215e-05,99.9975,0.9999750665531102,1.0,2.4746331740410945e-06,0.0008333333333325753,7.164628906319858e-06,0.0
MILO_eps_1e-05,10,6.637509709918573e-05,99.9975,0.9999741631066741,1.0,2.5528335726052196e-06,0.0008333333333325753,8.068075342482217e-06,0.0
MILO_eps_0.005,1,0.0034559454864929425,99.915,0.9991376996612567,0.9999978066721638,0.0005422687442247811,0.015000000000000567,0.00015095765298100972,3.550840068089478e-07
MILO_eps_0.005,2,0.00033310939487284086,99.99000000000001,0.9998978117074451,0.9999999831001787,0.00013445737777443838,0.0033333333333374067,3.4392493269919104e-05,1.5640719441822878e-08
MILO_eps_0.005,3,0.00012420269584163972,99.99583333333334,0.9999575948507976,0.9999999996843691,1.1839779690237151e-05,0.0008333333333325753,8.500180533999036e-06,3.1563091029696497e-10
MILO_eps_0.005,4,0.00010692906124677121,99.99666666666667,0.9999660950313316,0.9999999996843691,6.922373241239652e-06,0.0,0.0,3.1563091029696497e-10
MILO_eps_0.005,5,9.942118461459218e-05,99.99666666666667,0.9999660950313316,0.9999999998421846,6.977286060281668e-06,0.0,0.0,1.5781542739290441e-10
MILO_eps_0.005,6,9.504422908991022e-05,99.99666666666667,0.9999660950313316,0.9999999998421846,7.4783991385113295e-06,0.0,0.0,1.5781542739290441e-10
MILO_eps_0.005,7,9.09046138939558e-05,99.99666666666667,0.9999660950313316,1.0,6.856238657944817e-06,0.0,0.0,0.0
MILO_eps_0.005,8,8.807843024572938e-05,99.9975,0.9999741631066741,1.0,6.7024074015020445e-06,0.0008333333333325753,8.068075342482217e-06,0.0
MILO_eps_0.005,9,8.579942845397598e-05,99.9975,0.9999741631066741,1.0,6.534833650591011e-06,0.0008333333333325753,8.068075342482217e-06,0.0
MILO_eps_0.005,10,8.392555309884368e-05,99.9975,0.9999741631066741,1.0,6.419466645277616e-06,0.0008333333333325753,8.068075342482217e-06,0.0
MILO_eps_0.05,1,0.0045738055902621675,99.87,0.9986880058824102,0.9999981313951585,0.0012356241946613264,0.020000000000003126,0.00019757712313950293,1.3041292360460588e-06
MILO_eps_0.05,2,0.0006880129027463005,99.97833333333334,0.9997820278303136,0.9999999685949105,0.00011110845988114245,0.0,1.890641286306227e-07,1.0766637359438391e-08
MILO_eps_0.05,3,0.0002527842468993876,99.995,0.9999499258364832,0.9999999984409851,1.8321458377501554e-05,0.0,0.0,3.150777416749406e-10
MILO_eps_0.05,4,0.00021211213087177208,99.995,0.9999499258364832,0.9999999992126336,1.9378586267749394e-05,0.0,0.0,1.5610451820081572e-10
MILO_eps_0.05,5,0.0001973115411148989,99.995,0.9999499258364832,0.9999999995265536,1.7961492388776006e-05,0.0,0.0,1.5781548290406544e-10
MILO_eps_0.05,6,0.00018694453327611283,99.995,0.9999499258364832,0.9999999995265536,1.6419759651287858e-05,0.0,0.0,1.5781548290406544e-10
MILO_eps_0.05,7,0.00017922651694682388,99.995,0.9999499258364832,0.9999999995265536,1.5452958962392256e-05,0.0,0.0,1.5781548290406544e-10
MILO_eps_0.05,8,0.0001731306769031594,99.995,0.9999499258364832,0.9999999995265536,1.473905166753262e-05,0.0,0.0,1.5781548290406544e-10
MILO_eps_0.05,9,0.0001677922927755228,99.995,0.9999499258364832,0.9999999995265536,1.4081948574804008e-05,0.0,0.0,1.5781548290406544e-10
MILO_eps_0.05,10,0.0001634302143946759,99.99583333333334,0.9999584260170172,0.9999999996843691,1.359481766888855e-05,0.0008333333333325753,8.500180533999036e-06,3.1563091029696497e-10
